anno;rilevatore;mese;giorno_settimana;fascia_oraria;comune;nome_strada;tipo_luogo;indirizzo;lon;lat;kmt_etm;fondo;segnaletica;meteo;natura;des_circ_a;des_circ_b;veicolo_a;avaria_a;des_psico_a;veicolo_b;avaria_b;des_psico_b;veicolo_c;veicoli_oltre_a_b_c;pedoni_morti_feriti;tot_morti;tot_feriti
2014;Carabiniere;1;Giovedì;Mattino;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA 4 NOVEMBRE AL KM. 62.1;11.3740600;45.7290700;62.1;Asciutto;Assente;Sereno;Investimento di pedoni;Procedeva regolarmente;Attraversava irregolarmente (art.190);Autovettura privata;;;;;;;0;1;0;1
2014;Polizia Municipale;4;Lunedì;Pomeriggio;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Curva;VIA RIVONA, 0;11.3908123;45.7964117;49.3;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Polizia Municipale;1;Giovedì;Pomeriggio;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA EUROPA INCROCIO VIA SALZENA;11.3947222;45.7343522;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;4;Martedì;Mattino;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Intersezione non segnalata;VIA GRUMOVENTARO, 12;11.4079261;45.7904591;0;Asciutto;Assente;Sereno;Urto con veicolo in fermata o arresto;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Polizia Municipale;1;Venerdì;Sera;MALO;SP 046 Pasubio;Incrocio;VIA PASUBIO, 63 INTERSEZIONE VIA GORIZIA, 63;11.4134154;45.6593250;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con guida distratta o andamento indeciso;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2014;Polizia Municipale;1;Venerdì;Pomeriggio;MALO;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO, MUZZANA, VITTORIO VENETO, 1;11.4144640;45.6582264;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Ciclomotore;;;Autocarro;;;;0;0;0;1
2014;Polizia Municipale;11;Venerdì;Mattino;MALO;SP 046 Pasubio;Rotatoria;VIA VIA V. VENETO INTERSEZIONE VIA PASUBIO;11.4145744;45.6583352;0;Asciutto;;Altro;Scontro-laterale;Svoltava a destra regolarmente;;Autocarro;;;Velocipede;;;;0;0;1;0
2014;Polizia Municipale;12;Lunedì;Pomeriggio;MALO;SP 046 Pasubio;Incrocio;VIA L. DA VINCI VIA PONTE NUOVO, 1;11.4188660;45.6524072;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autocarro;;;Ciclomotore;;;;0;0;0;1
2014;Polizia Municipale;11;Giovedì;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO VIA GARZIERE;11.4208972;45.7248705;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2014;Polizia Municipale;3;Martedì;Mattino;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA GARZIERE INCROCIO VIA INDUSTRIA;11.4209846;45.7249218;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Carabiniere;4;Venerdì;Mattino;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Rettilineo;VIA GIOVANNI XXIII, 29;11.4228700;45.7843500;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2014;Polizia Stradale;4;Venerdì;Sera;MALO;SP 046 Pasubio;Intersezione segnalata;STRADA PROVINCIALE 46 VIA L. DA VINCI,  VIA VERGAN;11.4234470;45.6481963;15.525;Asciutto;;Altro;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2014;Carabiniere;10;Venerdì;Pomeriggio;COGOLLO DEL CENGIO;SP 349 Costo;Curva;VIA SECONDA COSTO AL KM. 75.2;11.4248700;45.8085000;75.2;Bagnato;Verticale;Nebbia;Urto con ostacolo accidentale;Procedeva con eccesso di velocità (art.141);Ostacolo fisso nella carreggiata (colonnina, transenne ecc.);Autovettura privata;;;;;;;0;0;0;1
2014;Carabiniere;2;Domenica;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 16;11.4274200;45.7500300;0;Bagnato;Orizzontale;Pioggia;Investimento di pedoni;Non dava la precedenza al pedone sugli appositi attraversamenti;Attraversava ad un passaggio pedonale non protetto da semaforo o agente;Veicolo datosi alla fuga;;;;;;;0;1;0;1
2014;Polizia Municipale;10;Mercoledì;Mattino;MALO;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA PONTE;11.4301454;45.6414010;0;Bagnato;;Altro;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;10;Giovedì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA DEL BARCO INCROCIO VIA RIZZARDINI;11.4304726;45.7531358;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Sorpassava all'incrocio (art.148);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;3;Sabato;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA GIUSEPPE GARIBALDI;11.4316717;45.7487743;0;Asciutto;Assente;Sereno;Urto con veicolo in fermata o arresto;Procedeva con eccesso di velocità (art.141);Ostacolo accidentale;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Polizia Municipale;11;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 44/56;11.4317997;45.7486250;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Carabiniere;12;Mercoledì;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA ROMA, 53;11.4348184;45.7633603;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Quadriciclo leggero;;;;0;0;0;1
2014;Polizia Municipale;3;Martedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 90;11.4351030;45.7447861;0;Bagnato;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Carabiniere;3;Giovedì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA PILASTRI;11.4358986;45.7437914;0;Asciutto;Assente;Sereno;Scontro-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);Autovettura privata;;;;0;0;0;3
2014;Polizia Municipale;10;Venerdì;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 104;11.4374410;45.7417931;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Manovrava per immettersi nel flusso della circolazione;;Autocarro;;;Motociclo a solo;;;;0;0;0;1
2014;Carabiniere;3;Venerdì;Pomeriggio;ROANA;SP 349 Costo;Curva;VIA 27 APRILE AL KM. 70.4;11.4409500;45.8437100;70.4;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;2;Mercoledì;Sera;ISOLA VICENTINA;SP 046 Pasubio;Incrocio;SP46 VIA ASIAGO;11.4410002;45.6305795;0;Bagnato;Orizzontale;Pioggia;Investimento di pedoni;Procedeva con guida distratta o andamento indeciso;Camminava o sostava mantenendosi su marciapiede, banchina;Autovettura privata;;;;;;;0;1;0;1
2014;Polizia Municipale;3;Venerdì;Sera;ZANE';SP 349 Costo;Incrocio;VIA PALLADIO VIA MAZZINI;11.4518350;45.7215129;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;2;Sabato;Mattino;ZANE';SP 349 Costo;Rotatoria;VIA M. PASUBIO VIA PALLADIO;11.4552458;45.7175412;0;Bagnato;Orizzontale;Pioggia;Fuoriuscita (veicolo in marcia senza urto);Procedeva con guida distratta o andamento indeciso;;Autovettura privata;;;;;;;0;0;0;1
2014;Polizia Municipale;12;Giovedì;Pomeriggio;CHIUPPANO;SP 349 Costo;Curva;SP 349 VIA COSTO;11.4571663;45.7679359;0;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);Procedeva con guida distratta o andamento indeciso;;Autovettura privata;;;;;;;0;0;0;2
2014;Polizia Municipale;3;Venerdì;Pomeriggio;THIENE;SP 349 var Costo Variante;Rotatoria;VIA CAPPUCCINI VIA DELL' AUTOSTRADA;11.4601791;45.6972144;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;4;Sabato;Pomeriggio;ZANE';SP 349 Costo;Rettilineo;VIA MANZONI VIA CARDUCCI GIUSUE';11.4624325;45.7137749;0;Asciutto;;Altro;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;4
2014;Polizia Municipale;3;Sabato;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA VICENZA, 45;11.4669305;45.6143626;0;Asciutto;;Altro;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Carabiniere;3;Sabato;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA INCROCIO VIA ROMA;11.4671500;45.6141100;0;Bagnato;Orizzontale;Pioggia;Scontro-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura di soccorso o di polizia;;;Motociclo a solo;;;;0;0;0;1
2014;Carabiniere;4;Domenica;Sera;ROANA;SP 349 Costo;Rettilineo;VIA 8 AGOSTO, 101;11.4814700;45.8811600;0;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Autocarro;;Anormale per ebbrezza da alcool (art. 186);Autovettura privata;;;;0;0;0;3
2014;Polizia Municipale;2;Domenica;Sera;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA BRAGLIO;11.4886386;45.6713877;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;4
2014;Polizia Municipale;2;Sabato;Sera;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA DELL'AEROPORTO;11.4887029;45.6715696;0;Asciutto;;Altro;Scontro frontale-laterale;Svoltava a sinistra irregolarmente;;Autovettura privata;;;Autovettura privata;;;Ciclomotore;0;0;0;2
2014;Polizia Municipale;11;Domenica;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO, 24;11.4892559;45.6055122;0;Asciutto;Assente;Sereno;Scontro frontale;Sorpassava in curva, su dosso o con insufficiente visibilità (art.148);;Autovettura privata;;;Autovettura privata;;;;0;0;2;5
2014;Polizia Municipale;4;Mercoledì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO VIA REDIPUGLIA;11.4908277;45.6049765;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Ciclomotore;;;Autocarro;;;;0;0;0;1
2014;Carabiniere;10;Domenica;Notte;CALDOGNO;SP 349 Costo;Rettilineo;VIA PONTARON, 10;11.4916100;45.6205300;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2014;Carabiniere;4;Martedì;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;VIA SANT'ANTONIO, 41;11.4928500;45.6584500;0;Asciutto;Assente;Sereno;Urto con ostacolo accidentale;Procedeva con guida distratta o andamento indeciso;Ostacolo fisso nella carreggiata (colonnina, transenne ecc.);Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;0;0;1
2014;Carabiniere;11;Domenica;Notte;COSTABISSARA;SP 046 Pasubio;Incrocio;STRADA STATALE PASUBIO INCROCIO STRADA STATALE PASUBIO;11.4933700;45.6037500;0;Bagnato;Assente;Sereno;Scontro frontale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;4;Mercoledì;Sera;CALDOGNO;SP 349 Costo;Incrocio;VIA PASUBIO VIA ALTURA;11.4933960;45.6039447;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Motociclo a solo;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;1;Venerdì;Pomeriggio;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA PASUBIO VIA ROVERETO;11.4934007;45.6037187;0;Asciutto;;Altro;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Carabiniere;11;Domenica;Sera;VILLAVERLA;SP 349 Costo;Rettilineo;SP349 VIA CAPOVILLA ALTEZZA CIVICO 17;11.4935780;45.6566975;0;Bagnato;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Polizia Municipale;10;Sabato;Sera;VILLAVERLA;SP 349 Costo;Incrocio;VIA ROMA VIA TRIESTE;11.4936029;45.6490987;0;Asciutto;;Altro;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2014;Polizia Municipale;12;Giovedì;Mattino;VILLAVERLA;SP 349 Costo;Rettilineo;VIA S. ANTONIO VIA MANZONI;11.4936057;45.6566107;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;2;0;0;1
2014;Polizia Municipale;10;Mercoledì;Sera;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA CAPOVILLA VIA MANZONI;11.4936378;45.6566332;0;Asciutto;;Altro;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;12;Sabato;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO VIA A. DE GASPERI;11.4949010;45.6001511;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2014;Polizia Municipale;1;Venerdì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 6+300;11.4995816;45.5898104;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva con guida distratta o andamento indeciso;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2014;Carabiniere;12;Mercoledì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO, 6;11.4996700;45.5898000;0;Bagnato;Orizzontale;Pioggia;Scontro-laterale;Manovrava per immettersi nel flusso della circolazione;;Autovettura privata;;;Motociclo a solo;;;;0;0;0;1
2014;Polizia Municipale;10;Domenica;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 52;11.5018325;45.5872060;0;Asciutto;Assente;Sereno;Urto con veicolo in fermata o arresto;Procedeva con guida distratta o andamento indeciso;;Autocarro;;;Autovettura privata;;;Autocarro;0;0;0;2
2014;Polizia Municipale;3;Domenica;Pomeriggio;ASIAGO;SP 349 Costo;Rotatoria;VIA VERDI, VIALE STAZIONE, VIA LAVARONE;11.5057055;45.8736520;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;2;Martedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione segnalata;VIALE DEL SOLE INCROCIO VIA DEI MONTECCHI;11.5081029;45.5338849;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente senza svoltare;;Autocarro;;;Autocarro;;;;0;0;0;1
2014;Polizia Municipale;12;Mercoledì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;ST. CATTANE INCROCIO VIALE DEL SOLE;11.5089900;45.5469200;0;Asciutto;Assente;Sereno;Caduta da veicolo (veicolo in marcia senza urto);Caduta di persona da veicolo per apertura di portiera;Buche, ecc.;Autovettura privata;;;Autosnodato o autoarticolato;;;;0;0;0;1
2014;Polizia Municipale;3;Giovedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Rettilineo;VIALE DEL SOLE ALTEZZA RACCORDO PER AUCHAN;11.5091200;45.5461000;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con guida distratta o andamento indeciso;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2014;Polizia Municipale;4;Venerdì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Rettilineo;VIALE DEL SOLE FRONTE IPERMERCATO AUCHAN;11.5091400;45.5464600;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;3;Lunedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO STRADA DELLE CATTANE;11.5092003;45.5468912;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2014;Polizia Municipale;10;Venerdì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIALE DEL SOLE INCROCIO STRADA DELLE CATTANE;11.5092094;45.5469847;0;Asciutto;;Altro;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per evitare l'urto;Veicolo;Motociclo a solo;;;Autovettura privata;;;;0;0;0;1
2014;Polizia Municipale;2;Giovedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;STRADA DELLE CATTANE INCROCIO VIALE DEL SOLE;11.5092382;45.5470205;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2014;Polizia Municipale;1;Martedì;Mattino;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIALE DEL SOLE INCROCIO STRADA DELLE CATTANE;11.5092900;45.5470000;0;Bagnato;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare le segnalazioni semaforiche o dell'agente;;Autovettura privata;;;Autocarro;;;;0;0;1;0
2014;Polizia Municipale;2;Venerdì;Mattino;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.5184381;45.5547407;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Svoltava a sinistra regolarmente;;Autocarro;;;Autovettura privata;;;;0;0;0;3
2015;Carabiniere;3;Venerdì;Pomeriggio;VALDASTICO;SP 350 Val d'Astico;Rettilineo;VIA VALPEGARA VALPEGARA;11.3575817;45.8806274;0;Asciutto;Assente;Sereno;Scontro-laterale;Sorpassava in curva, su dosso o con insufficiente visibilità (art.148);;Autosnodato o autoarticolato;;;Velocipede;;;;0;0;0;1
2015;Polizia Municipale;3;Martedì;Mattino;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE, 27;11.3751057;45.7293177;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente;;Motociclo a solo;;;Autovettura privata;;;;0;0;0;1
2015;Polizia Municipale;3;Venerdì;Mattino;ARSIERO;SP 350 Val d'Astico;Rettilineo;VIA GRUMOLO, 4;11.3763769;45.8020147;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;3
2015;Carabiniere;1;Sabato;Pomeriggio;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Rettilineo;VIA TRENTO AL KM. 48.2;11.3777700;45.8013400;48.2;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);Veicolo speciale;;;;0;0;0;2
2015;Polizia Municipale;12;Giovedì;Pomeriggio;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA EUROPA, 7;11.3875199;45.7325467;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Sorpassava irregolarmente a destra (art.148);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2015;Polizia Municipale;10;Giovedì;Mattino;SAN VITO DI LEGUZZANO;SP 046 Pasubio;Rotatoria;VIA J. F. KENNEDY INCROCIO VIA VICENZA;11.3943972;45.6891456;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva con guida distratta o andamento indeciso;;Velocipede;;;Autovettura privata;;;;0;0;0;1
2015;Polizia Municipale;4;Mercoledì;Mattino;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA EUROPA INCROCIO VIA SALZENA;11.3947441;45.7343659;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Sorpassava all'incrocio (art.148);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2015;Polizia Municipale;12;Giovedì;Mattino;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA EUROPA, 45;11.3978080;45.7352420;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2015;Carabiniere;3;Sabato;Notte;SAN VITO DI LEGUZZANO;SP 046 Pasubio;Curva;VIA VICENZA IN PROSSIMITA'  DEL KM 20.800;11.3989500;45.6854600;0;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per guida distratta;Ostacolo accidentale;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;0;0;1
2015;Carabiniere;4;Giovedì;Sera;SAN VITO DI LEGUZZANO;SP 046 Pasubio;Curva;VIA VICENZA AL KM. 20.7;11.3990300;45.6851700;20.7;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Velocipede;Mancanza o insufficienza dei dispositivi visivi dei velocipedi;;Autovettura privata;;;;0;0;1;0
2015;Polizia Municipale;10;Lunedì;Mattino;MALO;SP 046 Pasubio;Rotatoria;VIA VICENZA INTERSEZIONE VIA THIENE;11.4025778;45.6774302;0;Asciutto;Assente;Sereno;Scontro-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2015;Polizia Municipale;10;Venerdì;Sera;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.4051688;45.6716344;19.01;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2015;Polizia Municipale;3;Sabato;Sera;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA MARTIRI D.LIBERTA' INCROCIO VIA STRADELLE;11.4087902;45.7380958;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Ciclomotore;;;Autovettura privata;;;;0;0;0;1
2015;Carabiniere;2;Domenica;Sera;MALO;SP 046 Pasubio;Rettilineo;SP46 AL KM. 16.4;11.4181203;45.6541450;16.4;Asciutto;;Vento forte;Tamponamento;Manovrava per svoltare a sinistra (passaggio privato, distributore);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;3
2015;Carabiniere;2;Domenica;Notte;MALO;SP 046 Pasubio;Rettilineo;SP46 AL KM. 16.6;11.4181900;45.6540100;16.6;Bagnato;Orizzontale;Pioggia;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per eccesso di velocità;Senza ostacolo, né pedone né altro veicolo;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;0;0;1
2015;Polizia Municipale;1;Sabato;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA ALESSANDRO ROSSI, 81;11.4273221;45.7688562;0;Asciutto;Verticale;Nebbia;Investimento di pedoni;Manovrava;Camminava o sostava mantenendosi su marciapiede, banchina;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;1;0;1
2015;Polizia Municipale;12;Lunedì;Pomeriggio;COGOLLO DEL CENGIO;SP 349 Costo;Curva;, 0;11.4352358;45.7873315;83.35;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;4
2015;Polizia Municipale;1;Domenica;Sera;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Curva;VIA TRIESTE, 1;11.4385700;45.7609100;0;Bagnato;Assente;Sereno;Investimento di pedoni;Non dava la precedenza al pedone sugli appositi attraversamenti;Attraversava regolarmente non ad un passaggio pedonale;Autovettura privata;;;;;;;0;1;0;1
2015;Polizia Municipale;12;Venerdì;Pomeriggio;ZANE';SP 349 var Costo Variante;Rettilineo;NUOVO RACCORDO THIENE SCHIO;11.4411688;45.7109793;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autocarro;;;;0;0;0;3
2015;Polizia Stradale;12;Sabato;Pomeriggio;COGOLLO DEL CENGIO;SP 349 Costo;Curva;STRADA PROVINCIALE 349 INTERSEZIONE CON VIA BRAMONTE;11.4434688;45.7810558;85.8;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva con eccesso di velocità (art.141);;Motociclo a solo;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2015;Polizia Municipale;10;Venerdì;Pomeriggio;CARRE';SP 349 Costo;Incrocio;VIA VAL D'ASSA VIA MONTE GRAPPA;11.4435126;45.7339993;0;Asciutto;Assente;Sereno;Scontro frontale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
