anno;rilevatore;mese;giorno_settimana;fascia_oraria;comune;nome_strada;tipo_luogo;indirizzo;lon;lat;kmt_etm;fondo;segnaletica;meteo;natura;des_circ_a;des_circ_b;veicolo_a;avaria_a;des_psico_a;veicolo_b;avaria_b;des_psico_b;veicolo_c;veicoli_oltre_a_b_c;pedoni_morti_feriti;tot_morti;tot_feriti
2010;Polizia Municipale;3;Domenica;Notte;TORREBELVICINO;SP 046 Pasubio;Rettilineo;LOCALITA' FONTE MARGHERITA, 2 SP 046 PASUBIO;11.2945330;45.7186480;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva contromano (art.143);;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2010;Polizia Municipale;11;Mercoledì;Mattino;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE, 50 SP 350 VAL D'ASTICO;11.3795000;45.7303300;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;1;0;0;4
2010;Polizia Municipale;11;Sabato;Sera;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA IV NOVEMBRE, 57 SP 350 VAL D'ASTICO;11.3856020;45.7320280;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;4;Venerdì;Sera;SANTORSO;SP 350 Val d'Astico;Intersezione con semaforo o vigile;VIA IV NOVEMBRE INCROCIO VIA POZZATI SP 350 VAL D'ASTICO;11.3868120;45.7323630;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;4
2010;Polizia Municipale;3;Martedì;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Incrocio;VIA MONTE PASUBIO INCROCIO VIA VALLARSA SP 350 VAL D'ASTI;11.4198380;45.7438460;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autocarro;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Stradale;11;Domenica;Mattino;COGOLLO DEL CENGIO;SP 349 Costo;Rettilineo;SP349          -;11.4315522;45.7985881;84;Asciutto;;Altro;Fuoriuscita (veicolo in marcia senza urto);Procedeva regolarmente;Camminava o sostava mantenendosi su marciapiede, banchina;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;1;5
2010;Polizia Municipale;3;Martedì;Pomeriggio;CARRE';SP 349 Costo;Intersezione segnalata;VIA BIANCHE, 10 SP 349 COSTO;11.4401640;45.7382730;0;Bagnato;;Altro;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2010;Polizia Municipale;11;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA ANTONIO FOGAZZARO INC VIA CURTOLINI SP 349 COSTO;11.4427400;45.7599010;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Veicolo speciale;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2010;Polizia Municipale;10;Lunedì;Pomeriggio;ZANE';SP 349 Costo;Intersezione con semaforo o vigile;VIA SUMMANO VIA TRIESTE SP 349 COSTO;11.4458440;45.7305910;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Motociclo a solo;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;2;Giovedì;Pomeriggio;THIENE;SP 349 var Costo Variante;Curva;SS 349 VAR THIENE;11.4531590;45.7046060;3;Sdrucciolevole;Temporanea di cantiere;Neve;Fuoriuscita (veicolo in marcia senza urto);;;Autovettura privata;;Anormale per ingestione di sostanze stupefacenti o psicotrope (art. 187);;;;;0;0;0;1
2010;Polizia Municipale;12;Mercoledì;Mattino;THIENE;SP 349 var Costo Variante;Rettilineo;SS 349 VAR THIENE;11.4556289;45.7022157;3;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2010;Carabiniere;4;Giovedì;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;SP 046  VIA VICENZA VIA CHIODO KMT 10+4;11.4668300;45.6143090;10.4;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per guida distratta;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;0;0;1
2010;Polizia Municipale;2;Venerdì;Pomeriggio;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA BRAGLIO SP 349 COSTO;11.4885960;45.6713880;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2010;Polizia Municipale;11;Mercoledì;Sera;THIENE;SP 349 Costo;Intersezione segnalata;VIA SANTO VIA DELL'AEROPORTO SP 349 COSTO;11.4886160;45.6715490;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;11;Martedì;Pomeriggio;THIENE;SP 349 Costo;Intersezione segnalata;VIA SANTO VIA DELL'AEROPORTO SP 349 COSTO;11.4886589;45.6715303;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Ciclomotore;;;;0;0;0;1
2010;Polizia Municipale;1;Martedì;Sera;COSTABISSARA;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO VIA C. BATTISTI SP 046 PASUBIO;11.4934587;45.6035374;0;Asciutto;Assente;Sereno;Scontro frontale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;2;Giovedì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO VIA C. BATTISTI SP 046 PASUBIO;11.4935453;45.6033191;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Stradale;4;Sabato;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Intersezione segnalata;SP046          -SP 349;11.4936495;45.6031554;7;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;2;Venerdì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO VIA C. BATTISTI SP 046 PASUBIO;11.4937706;45.6029626;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autocarro;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Stradale;11;Martedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;SP046          -INTERSEZIONE CON VIA MONTE GRAPPA;11.4974624;45.5920366;6;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2010;Polizia Municipale;1;Lunedì;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 9 SP 046 PASUBIO;11.5010631;45.5881193;0;Asciutto;;Altro;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autocarro;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2010;Polizia Municipale;10;Venerdì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Incrocio;VIA PASUBIO VIA VOLTA SP 046 PASUBIO;11.5027080;45.5861750;0;Asciutto;Assente;Sereno;Scontro-laterale;Svoltava a destra irregolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2010;Polizia Municipale;4;Mercoledì;Pomeriggio;VICENZA;SP 046 Pasubio;Rettilineo;PASUBIO  STR. DI COSTABISSARA SP 046 PASUBIO;11.5062020;45.5820120;0;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per evitare l'urto;Veicolo;Motociclo a solo;;;Ciclomotore;;;;0;0;0;1
2010;Polizia Municipale;12;Martedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Rettilineo;SOLE  RACCORDO NORD-EST SP 046 RAC PASUBIO RACCORDO DEL S;11.5079470;45.5380130;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;3
2010;Polizia Municipale;12;Lunedì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE  CATTANE SP 046 RAC PASUBIO RACCORDO DEL S;11.5092320;45.5470220;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2010;Polizia Municipale;4;Venerdì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;SOLE CATTANE SP 046 RAC PASUBIO RACCORDO DEL SOLE;11.5092701;45.5470606;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2010;Carabiniere;3;Mercoledì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;RACCORDO DEL SOLE INCROCIO BTG GRANATIERI DI SARDEGNA;11.5184660;45.5547390;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2010;Polizia Municipale;3;Sabato;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;GRANATIERI DI SARDEGNA  SOLE SP 046 RAC PASUBIO RACCORDO ;11.5184700;45.5547090;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Velocipede;Mancanza o insufficienza dei dispositivi visivi dei velocipedi;;;0;0;0;1
2010;Polizia Municipale;3;Lunedì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;SOLE GRANATIERI DI SARDEGNA SP 046 RAC PASUBIO RACCORDO D;11.5184800;45.5547190;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Motociclo a solo;;;;0;0;0;1
2010;Polizia Municipale;2;Giovedì;Sera;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE  GRANATIERI DI SARDEGNA SP 046 RAC PASUBIO;11.5185010;45.5547290;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Polizia Municipale;10;Martedì;Pomeriggio;TORREBELVICINO;SP 046 var Torrebelvicino;Curva;RIMEMBRANZA, 15;11.3031650;45.7189153;0;Bagnato;Orizzontale;Pioggia;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per eccesso di velocità;;Autovettura privata;;;;;;;0;0;0;1
2011;Polizia Municipale;10;Giovedì;Mattino;TORREBELVICINO;SP 046 var Torrebelvicino;Intersezione segnalata;RIMEMBRANZA INCROCIO VIA DELL'INDUSTRIA;11.3062513;45.7181957;0;Asciutto;Assente;Sereno;Frenata improvvisa (veicolo in marcia senza urto);Frenava improvvisamente con conseguenza ai trasportati;Veicolo;Motociclo a solo;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;2;Sabato;Sera;TORREBELVICINO;SP 046 Pasubio;Rettilineo;VIA BREGANZE GIOVANNI, 90/92;11.3151440;45.7191404;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autocarro;;;Autovettura privata;;;;0;0;0;3
2011;Carabiniere;10;Domenica;Pomeriggio;ARSIERO;SP 350 Val d'Astico;Rettilineo;VIA DEI LONGHI, 70;11.3611937;45.8100465;46.05;Asciutto;Assente;Sereno;Investimento di pedoni;Fuoriusciva dalla carreggiata investendo il pedone;Camminava o sostava mantenendosi su marciapiede, banchina;Autovettura privata;;;;;;;0;2;2;0
2011;Polizia Municipale;12;Venerdì;Pomeriggio;ARSIERO;SP 350 Val d'Astico;Rettilineo;VIA DEI LONGHI, 2/4;11.3617351;45.8043212;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2011;Carabiniere;10;Domenica;Notte;ARSIERO;SP 350 Val d'Astico;Rettilineo;SP350 KM 48 VIA GRUMOLO, 10;11.3744982;45.8029973;48;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);;;;;0;0;0;1
2011;Polizia Municipale;10;Venerdì;Sera;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA IV NOVEMBRE INCROCIO VIA DEI CAMPILONGHI;11.3770026;45.7298164;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2011;Polizia Municipale;12;Martedì;Sera;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA 4 NOVEMBRE INCROCIO VIA DELLA RAVIZZA;11.3821524;45.7311307;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;3
2011;Polizia Municipale;11;Martedì;Pomeriggio;SANTORSO;SP 350 Val d'Astico;Incrocio;EUROPA INCROCIO VIA SALZENA;11.3947320;45.7343659;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;4;Domenica;Mattino;SANTORSO;SP 350 Val d'Astico;Intersezione segnalata;VIA EUROPA INCROCIO VIA DEL PRANON;11.3947374;45.7343771;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Carabiniere;1;Giovedì;Mattino;MALO;SP 046 Pasubio;Rettilineo;VIA SCHIO;11.4029288;45.6769515;0;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Autovettura privata;;;Autocarro;;;;0;0;0;3
2011;Polizia Municipale;1;Domenica;Pomeriggio;MALO;SP 046 Pasubio;Rettilineo;VIA L.DA VINCI, 23 S.P. N. 46 DEL PASUBIO SP 046 PASUBIO;11.4190765;45.6525864;15;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;4
2011;Polizia Municipale;1;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 64;11.4236920;45.7469627;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva con eccesso di velocità (art.141);;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Polizia Municipale;11;Martedì;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 44/A;11.4238081;45.7470689;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;1
2011;Polizia Municipale;4;Giovedì;Mattino;SCHIO;SP 349 var Costo Variante;Intersezione con semaforo o vigile;VIA GARZIERE INCROCIO VIA DUE CAMINI;11.4253736;45.7198212;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;12;Giovedì;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 34/36;11.4307273;45.7494283;0;Asciutto;Assente;Sereno;Scontro-laterale;Procedeva regolarmente;;Ciclomotore;;;Autovettura privata;;;;0;0;0;1
2011;Carabiniere;10;Sabato;Notte;MALO;SP 046 Pasubio;Rettilineo;S.P 46 VIA VICENZA;11.4331627;45.6390075;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);Autovettura privata;;Anormale per ingestione di sostanze stupefacenti o psicotrope (art. 187);;0;0;0;3
2011;Carabiniere;11;Mercoledì;Mattino;MALO;SP 046 Pasubio;Rettilineo;VIA VICENZA, 150;11.4347448;45.6380990;174;Asciutto;Assente;Sereno;Scontro frontale-laterale;;Circostanza imprecisata;Autovettura privata;;;Velocipede;;;;0;0;0;1
2011;Polizia Municipale;4;Giovedì;Sera;CARRE';SP 349 Costo;Rotatoria;VIA BIANCHE VIA VAL D'ASSA;11.4400291;45.7381775;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Velocipede;;;;0;0;0;1
2011;Polizia Municipale;10;Sabato;Sera;CARRE';SP 349 Costo;Rotatoria;VIA VAL D'ASSA VIA BIANCHE;11.4401150;45.7382374;0;Asciutto;Assente;Sereno;Scontro frontale;;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);Autovettura privata;;;Autovettura privata;0;0;0;3
2011;Polizia Municipale;11;Lunedì;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA ANTONIO FOGAZZARO INCROCIO QUARTIERE MONTE MAGGIO;11.4418718;45.7594376;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;2;Lunedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA ANTONIO FOGAZZARO INCROCIO VIA CURTOLINI;11.4427220;45.7599064;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Carabiniere;12;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA CURTOLINI VIA FOGAZZARO;11.4427382;45.7599410;89.3;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;10;Sabato;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA ANTONIO FOGAZZARO INCROCIO VIA CURTOLINI;11.4427596;45.7599373;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;11;Martedì;Sera;ZANE';SP 349 Costo;Rettilineo;VIA PALLADIO, 73;11.4485884;45.7269181;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Polizia Municipale;2;Sabato;Mattino;ZANE';SP 349 Costo;Intersezione con semaforo o vigile;VIA MAZZINI VIA DE GASPERI;11.4517906;45.7215758;0;Asciutto;;Altro;Tamponamento;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Polizia Municipale;4;Domenica;Pomeriggio;CALTRANO;SP 349 Costo;Curva;VIA SETTE COMUNI VIA PONTE DEI GRANATIERI;11.4540517;45.7707560;0;Asciutto;Assente;Sereno;Tamponamento;Sorpassava in curva, su dosso o con insufficiente visibilità (art.148);;Autovettura privata;;;Motociclo a solo;;;Motociclo a solo;0;0;0;2
2011;Polizia Municipale;10;Lunedì;Sera;ZANE';SP 349 Costo;Rettilineo;VIA MANZONI;11.4564210;45.7171020;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;;Circostanza imprecisata;Velocipede;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;10;Lunedì;Pomeriggio;ZANE';SP 349 Costo;Rettilineo;VIA MANZONI, 50;11.4585289;45.7160634;0;Asciutto;Assente;Sereno;Scontro-laterale;Sbandamento con fuoriuscita per evitare l'urto;;Velocipede;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;10;Venerdì;Pomeriggio;ZANE';SP 349 Costo;Incrocio;VIA MANZONI, 70;11.4588689;45.7158206;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);Veicolo fermo in posizione regolare;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;4;Martedì;Pomeriggio;ZANE';SP 349 Costo;Incrocio;VIA MANZONI, 74;11.4589743;45.7157572;0;Asciutto;;Altro;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;2
2011;Polizia Stradale;11;Giovedì;Pomeriggio;THIENE;SP 349 var Costo Variante;Rotatoria;ROTATORIA VIA DEI CAPPUCCINI;11.4606541;45.6976929;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva regolarmente;;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2011;Polizia Municipale;11;Sabato;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA ROMA;11.4668834;45.6143151;0;Bagnato;;Altro;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Polizia Municipale;4;Venerdì;Sera;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA VICENZA, 6;11.4756142;45.6092976;0;Asciutto;Assente;Sereno;Fuoriuscita (veicolo in marcia senza urto);Sbandamento con fuoriuscita per guida distratta;;Autovettura privata;;;;;;;0;0;0;1
2011;Polizia Municipale;4;Lunedì;Pomeriggio;THIENE;SP 349 Costo;Rettilineo;VIA CA' BEREGANE;11.4848971;45.6834578;100;Asciutto;Assente;Sereno;Scontro frontale;Procedeva contromano (art.143);;Autovettura privata;;;Autocarro;;;Autovettura privata;0;0;0;2
2011;Polizia Municipale;4;Sabato;Sera;THIENE;SP 349 Costo;Rettilineo;VIA CA' BEREGANE, 6;11.4849376;45.6831684;99;Asciutto;Assente;Sereno;Scontro-laterale;;;Autovettura privata;;Anormale per ebbrezza da alcool (art. 186);Motociclo con passeggero;;;;0;0;0;2
2011;Carabiniere;12;Venerdì;Mattino;THIENE;SP 349 Costo;Intersezione segnalata;VIA SANTO;11.4885557;45.6715970;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;2
2011;Carabiniere;3;Martedì;Notte;THIENE;SP 349 Costo;Intersezione segnalata;INT. VIA BRAGLIO;11.4886200;45.6713740;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;11;Mercoledì;Pomeriggio;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA BRAGLIO;11.4886308;45.6713805;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Svoltava a sinistra regolarmente;;Autovettura privata;;;Motociclo a solo;;;;0;0;0;1
2011;Polizia Municipale;11;Giovedì;Pomeriggio;CALDOGNO;SP 349 Costo;Intersezione segnalata;VIA PONTARON VIA FOGAZZARO;11.4913934;45.6195024;0;Asciutto;;Altro;Scontro-laterale;Procedeva regolarmente senza svoltare;;Autovettura privata;;;Autovettura privata;;;;0;0;0;3
2011;Polizia Municipale;2;Martedì;Sera;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA CAPOVILLA VIA S. SIMEONE;11.4926192;45.6591084;0;Sdrucciolevole;;Altro;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Carabiniere;3;Martedì;Pomeriggio;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA CAPOVILLA, 82;11.4926714;45.6590303;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare lo stop  (art.145);;Autovettura privata;;;Velocipede;;;;0;0;0;1
2011;Polizia Municipale;4;Giovedì;Pomeriggio;VILLAVERLA;SP 349 Costo;Incrocio;VIA CAPOVILLA VIA DE GASPERI;11.4929008;45.6583501;0;Asciutto;Assente;Sereno;Scontro-laterale;Svoltava a destra irregolarmente;;Autovettura privata;;;Velocipede;;;;0;0;0;1
2011;Polizia Municipale;1;Martedì;Sera;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA C. BATTISTI VIA PASUBIO;11.4933997;45.6039802;0;Bagnato;Orizzontale;Pioggia;Scontro frontale-laterale;Procedeva senza rispettare il segnale di dare precedenza  (art.145);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;10;Sabato;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 64;11.4948110;45.6004654;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;;0;0;0;1
2011;Polizia Municipale;10;Martedì;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA PROVINCIALE 46 VIA A. DE GASPERI;11.4948803;45.6000920;0;Bagnato;Orizzontale;Pioggia;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Trattore stradale o motrice;;;Autovettura privata;;;Autovettura privata;1;0;0;3
2011;Polizia Municipale;2;Lunedì;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 20;11.4961984;45.5966615;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);;Autovettura privata;;;Autovettura privata;;;Autovettura privata;0;0;0;4
2011;Polizia Municipale;3;Lunedì;Mattino;ASIAGO;SP 349 Costo;Intersezione segnalata;VIA BARACCA VIA GAIGA;11.4965916;45.8690350;0;Asciutto;Assente;Sereno;Scontro frontale-laterale;Procedeva senza dare la precedenza al veicolo proveniente da destra;;Autovettura privata;;;Velocipede;;;;0;0;0;1
2011;Polizia Municipale;10;Martedì;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA PROVINCIALE 46 VIA MONTE GRAPPA;11.4975491;45.5921645;0;Asciutto;Assente;Sereno;Tamponamento;Procedeva senza mantenere la distanza di sicurezza (art.149);Veicolo fermo in posizione regolare;Autocarro;;;Autovettura privata;;;Autovettura privata;0;0;0;1
